B. ID,L0,L1,L2,L3,L4,L5,L6,L7,L8
3424,0,0,1,1,1,1,1,1,1
3425,0,1,1,0,0,1,1,0,0
3426,0,1,1,0,1,1,1,1,0
3427,0,0,0,0,0,1,1,0,1
3430,1,0,0,0,0,0,0,0,1
3431,0,1,1,0,1,1,1,1,0
3435,0,0,1,1,1,1,1,0,1
3437,0,1,1,0,1,1,1,1,0
3441,0,0,0,0,0,0,1,0,1
3442,0,1,1,1,0,1,1,0,0
3444,1,0,0,0,0,0,0,0,1
344,0,1,1,1,1,1,1,1,0
3446,1,0,0,1,0,0,0,0,1
3449,0,1,1,0,1,1,1,1,0
3451,0,1,1,0,0,1,1,1,0
345,0,0,0,0,0,0,0,0,1
3452,0,1,1,0,0,1,1,0,0
3454,0,0,0,1,0,1,0,0,0
3457,0,0,1,0,0,1,1,0,1
3460,0,0,0,0,0,0,1,0,1
346,0,1,1,0,1,1,1,1,1
3462,0,1,1,0,0,1,1,1,0
3463,1,0,0,1,0,0,0,0,1
3464,1,0,0,1,0,1,0,0,1
3465,0,1,1,1,1,1,1,0,0
3466,0,1,1,1,1,1,1,1,1
3467,0,1,1,1,1,1,1,1,0
3469,0,1,1,0,1,1,1,0,1
3470,1,0,0,0,0,0,0,0,1
3473,0,1,1,1,1,1,1,0,0
3474,1,0,1,1,0,0,1,0,1
3476,0,0,0,1,0,0,0,0,1
347,1,1,1,0,0,1,1,0,1
3478,0,1,1,1,1,1,1,1,0
3479,0,0,0,0,0,0,1,0,1
348,0,0,0,0,0,0,0,0,1
3485,1,1,1,1,0,1,1,0,1
3487,0,1,1,0,0,1,1,0,1
3488,0,1,1,1,0,1,1,1,0
3496,0,1,1,0,1,1,1,1,0
3497,0,1,1,1,1,1,1,0,0
3501,1,0,0,0,0,0,0,0,1
3504,1,0,1,1,0,1,1,0,1
3506,0,0,1,0,0,1,1,0,0
3507,0,1,1,1,0,1,1,0,0
3509,1,0,0,0,0,1,1,0,0
3511,1,0,0,1,0,0,0,0,1
3519,0,1,1,0,1,1,1,1,0
3521,0,0,0,1,0,0,0,0,1
352,0,0,0,1,0,0,1,0,1
3522,0,0,0,0,0,0,0,0,1
3523,0,0,0,0,0,0,1,0,1
3525,0,1,1,1,1,1,1,0,0
3528,1,0,0,0,0,0,0,0,1
3529,1,0,0,1,0,0,0,0,1
3533,0,0,0,1,0,1,0,0,1
35,0,1,1,0,0,1,1,0,1
3537,1,0,0,1,0,0,0,0,1
3538,1,0,0,1,0,0,0,0,1
3540,0,0,0,0,0,1,1,0,1
3543,0,1,1,1,0,1,1,0,1
354,1,0,0,0,0,0,0,0,1
3546,0,1,1,0,1,1,1,1,1
3547,1,0,0,1,0,0,1,0,1
3549,0,1,1,0,0,1,1,1,0
3550,0,1,1,1,1,1,1,1,1
355,0,1,1,0,1,1,1,1,0
3552,0,1,1,0,1,1,1,1,1
3555,0,1,1,0,0,1,1,0,1
3558,0,1,1,1,0,1,1,1,0
3559,0,0,0,1,0,0,0,0,1
3561,0,1,1,0,0,1,1,1,1
3562,0,1,1,1,1,1,1,1,0
3563,1,1,0,0,0,0,0,0,1
3565,0,1,1,0,0,1,1,0,0
3567,1,0,0,1,0,1,0,0,1
3570,1,1,1,1,1,1,1,1,0
3571,0,0,0,0,0,0,0,0,1
3574,0,1,1,1,0,1,1,0,1
3577,1,0,0,0,0,0,1,0,1
3578,0,1,0,1,0,1,1,0,0
3580,0,0,1,0,0,1,0,1,0
3582,1,0,1,0,0,1,1,0,1
3588,1,0,0,1,0,0,1,0,1
3589,1,0,0,1,0,0,1,0,1
3590,1,0,0,0,0,0,0,0,1
359,1,0,0,1,0,0,0,0,1
3592,0,0,1,1,0,1,1,0,1
3593,0,1,0,1,0,1,0,0,1
3594,0,1,1,0,1,1,1,1,0
3595,0,1,1,1,1,1,1,1,0
3596,1,0,0,0,0,1,0,0,1
3598,0,1,0,0,0,1,1,1,0
3599,0,1,1,0,0,1,1,0,1
3600,0,1,1,1,0,1,1,1,0
3602,0,1,1,0,1,1,1,0,0
3603,0,1,1,1,1,1,1,1,0
3604,0,1,1,0,1,1,1,1,0
3605,0,0,0,0,0,0,1,0,1
3606,1,1,1,1,0,0,1,0,1
3609,0,0,0,0,0,0,0,0,1
3611,1,0,0,0,0,1,0,0,1
361,0,0,0,0,0,0,1,0,1
3612,1,0,1,1,0,0,0,0,1
3613,1,1,1,1,1,1,1,0,0
3615,0,1,0,1,0,1,0,0,1
3616,0,0,0,0,0,0,1,0,1
3617,0,0,1,0,0,0,0,0,1
3618,0,0,0,0,0,1,1,0,1
3619,0,1,1,1,1,1,1,0,0
362,1,1,0,1,0,0,0,0,1
3625,1,0,0,0,0,0,0,0,1
3628,1,0,0,1,0,1,0,0,1
3632,1,0,0,1,0,0,0,0,1
3637,0,1,1,0,1,1,1,1,0
363,1,1,0,0,0,0,0,0,1
36,0,1,1,1,0,1,1,0,1
3638,1,0,0,0,0,0,0,0,1
364,0,1,1,0,1,1,1,1,0
3646,0,0,1,0,0,0,1,0,1
3650,0,0,0,0,0,0,0,0,1
3651,1,0,1,1,0,0,1,0,1
3656,0,1,1,1,1,1,1,1,0
3657,1,1,1,1,0,1,1,0,1
3661,0,1,1,1,1,1,1,1,0
3663,1,0,0,1,0,0,0,0,1
3664,1,0,0,0,0,0,0,0,1
3665,0,1,1,1,1,1,1,1,0
3666,1,1,1,0,0,1,1,1,0
3668,0,1,1,1,1,1,1,0,0
3670,0,1,1,0,1,1,1,1,0
3672,0,1,1,0,0,1,1,0,1
3673,0,0,1,0,0,1,1,0,1
3675,0,1,1,1,1,1,1,1,0
3677,0,0,1,1,1,1,1,1,1
3678,1,0,0,0,0,0,0,0,1
3682,0,1,1,1,0,1,1,1,0
3683,0,0,0,1,0,1,1,0,1
3685,1,1,0,1,0,0,0,0,1
3686,1,0,0,1,0,0,0,0,1
368,0,0,0,1,0,0,0,0,1
3689,1,0,0,1,0,0,0,0,1
3690,1,0,0,1,0,1,0,0,1
3692,0,0,0,0,0,1,1,0,1
3693,0,0,0,1,0,0,1,0,1
3696,0,1,1,1,1,1,1,0,0
3697,1,0,0,1,0,0,0,0,1
3699,0,1,1,1,1,1,1,1,0
3700,0,1,1,0,1,1,1,0,0
3701,0,0,0,1,0,0,0,0,1
370,1,1,0,0,0,0,0,0,1
3702,0,0,0,1,0,1,1,0,1
3703,0,0,0,1,0,0,0,0,1
3704,0,0,1,1,0,1,1,0,0
3705,1,0,0,0,0,0,0,0,1
3706,0,1,1,0,1,1,1,0,0
3707,0,1,1,1,1,1,1,0,0
371,0,1,1,1,1,1,1,1,1
3718,0,1,1,1,0,1,1,0,0
3719,0,1,1,0,1,1,1,1,0
3721,0,1,1,1,0,1,1,1,0
372,0,1,1,0,1,1,1,1,0
3726,0,0,0,0,0,0,1,0,1
3727,0,0,0,1,0,1,1,1,1
3728,1,0,0,1,0,0,0,0,1
3730,1,0,0,1,0,0,0,0,1
3731,1,0,0,1,0,0,0,0,1
373,1,1,0,0,0,1,1,0,1
3735,0,0,0,0,0,1,1,0,1
3737,0,1,1,0,1,1,1,1,0
3738,0,0,0,1,0,0,0,0,1
3739,1,0,0,0,0,0,0,0,1
3741,0,1,1,0,1,1,1,0,0
374,0,0,0,1,0,0,0,0,1
3743,0,1,1,0,1,1,1,0,0
3746,0,1,1,1,1,0,1,0,0
3747,1,1,0,0,0,1,0,0,1
3748,0,1,1,1,1,1,1,1,0
3750,0,1,1,1,0,1,1,1,0
3751,0,0,0,0,0,1,1,0,1
3752,1,0,0,0,0,0,0,0,1
3753,0,1,1,1,1,1,1,1,0
3754,0,1,1,0,0,1,1,0,1
3760,1,0,0,1,0,0,0,0,1
3761,1,0,0,1,0,1,1,0,1
3762,0,0,0,0,0,1,1,0,1
3764,1,0,0,1,0,0,0,0,1
376,1,0,0,1,0,0,0,0,1
3767,1,0,0,1,0,0,0,0,1
3768,0,1,1,1,1,1,1,0,0
3769,0,1,1,0,1,1,1,0,0
3772,1,0,1,0,0,1,0,0,1
377,1,1,0,0,0,0,0,0,1
3774,1,0,0,1,0,1,1,0,1
3775,0,1,1,0,1,1,1,1,0
3777,1,0,0,0,0,0,0,0,1
3779,0,0,0,0,0,0,0,0,1
3781,0,1,1,1,1,1,1,1,0
3782,0,0,0,1,0,0,0,0,1
3783,0,1,1,0,1,1,1,1,0
3784,0,1,1,1,1,1,1,0,0
3787,0,1,1,0,0,1,1,1,1
37,0,0,0,1,1,1,1,1,0
3789,0,1,0,0,0,0,0,0,0
3791,1,0,0,1,0,0,0,0,1
3,1,0,0,0,0,0,0,0,1
3793,1,0,0,1,0,1,0,0,1
3794,0,1,1,1,1,1,1,1,0
3796,0,1,1,1,1,1,1,1,0
3798,0,1,1,1,1,1,1,0,1
3799,1,0,1,1,0,1,1,1,0
3801,1,0,0,0,0,0,0,0,1
3809,0,1,0,0,0,0,0,0,1
3810,0,0,0,0,0,1,1,0,0
3813,0,1,1,1,1,1,1,1,0
38,0,0,0,0,0,1,1,0,1
3815,0,0,0,1,0,0,0,0,1
3816,0,1,1,1,1,1,1,1,1
3818,1,1,1,0,1,1,1,1,1
3820,0,1,1,1,0,1,1,1,1
3822,1,1,0,0,0,1,1,0,1
3823,1,0,0,0,0,0,1,0,1
3824,1,0,0,1,0,1,1,0,1
3826,1,0,0,0,0,0,0,0,1
3827,0,1,1,0,1,1,1,0,0
3828,0,1,1,1,0,1,1,1,1
3831,1,0,0,1,0,0,0,0,1
3833,1,0,0,0,0,0,1,0,1
3835,0,1,0,0,0,0,1,0,1
3836,0,1,0,0,0,1,1,0,1
3839,1,0,0,1,0,1,0,0,1
3842,1,0,1,1,0,1,1,0,1
3843,0,0,0,0,0,0,0,0,1
3844,0,1,1,1,0,1,1,1,0
3846,0,1,1,1,1,1,1,1,0
3847,0,1,1,0,0,1,1,0,1
3848,0,1,1,1,1,1,1,1,0
3849,0,1,1,0,1,1,1,0,0
3850,1,1,0,1,0,1,1,0,1
3854,0,1,1,0,1,1,1,1,0
3856,0,1,1,1,1,1,1,1,0
385,1,0,1,0,0,0,0,0,1
3858,0,1,1,0,1,1,1,1,0
3860,0,1,1,0,0,1,1,0,1
3863,1,1,1,1,0,1,1,0,1
3865,0,1,1,0,1,1,1,1,0
3866,0,1,1,0,1,1,1,1,0
3869,1,0,0,1,0,0,0,0,1
3870,0,0,0,0,0,0,1,0,1
3873,0,0,0,0,0,0,1,0,1
3874,0,0,0,0,0,0,1,0,1
3875,0,0,0,1,0,0,1,0,1
387,0,0,0,1,0,0,0,0,1
3876,1,0,0,1,0,0,0,0,1
3877,0,1,1,1,1,1,1,1,0
3881,1,1,0,0,0,0,0,0,0
3883,0,0,1,0,0,1,1,0,1
388,0,1,0,0,0,0,0,1,0
3886,1,0,0,1,0,1,0,0,1
3888,1,1,1,1,0,1,1,1,1
3891,0,0,0,1,0,0,0,0,1
3893,0,1,0,1,0,1,1,0,0
3894,1,0,0,1,0,0,0,0,1
3895,0,1,1,1,1,1,1,1,0
3896,1,0,0,0,0,0,0,0,1
3897,0,1,1,1,0,1,1,0,0
3901,0,0,0,1,0,1,1,0,1
3902,1,1,1,0,0,1,1,1,0
390,0,1,1,1,1,1,1,1,0
3905,0,0,1,1,0,1,1,0,0
3907,0,1,1,1,0,1,1,0,1
3908,1,0,0,0,0,1,1,0,0
3909,1,1,0,0,0,0,0,0,1
3910,1,0,0,0,0,0,0,0,1
3913,1,0,0,1,0,1,1,0,0
3914,1,1,0,0,0,1,1,0,0
391,0,0,1,1,0,1,1,0,0
3917,0,1,1,0,0,1,1,0,0
3919,1,0,1,0,0,1,1,0,1
3920,0,0,0,0,0,1,1,0,0
3921,0,1,1,1,0,1,1,0,1
3923,1,0,1,1,0,0,0,0,1
3924,0,0,0,1,0,0,0,0,1
3925,0,1,0,1,0,1,1,1,0
3926,0,1,1,1,1,1,1,0,0
3929,0,1,1,1,1,1,1,0,0
3932,1,0,0,0,0,1,0,0,1
3936,1,0,0,0,0,0,0,0,1
393,0,0,0,0,0,0,0,0,1
3937,0,1,1,0,1,1,1,1,0
3938,0,1,1,0,0,1,1,1,1
3941,0,1,1,0,1,1,1,1,0
3943,0,0,0,1,0,0,0,0,1
3945,0,1,1,0,0,1,1,1,0
394,0,1,1,0,0,1,1,0,1
3946,1,0,0,1,0,1,0,0,1
3947,0,1,1,1,1,1,1,1,0
39,0,0,1,1,0,1,1,1,0
3952,1,0,0,1,0,0,0,0,1
395,0,1,0,1,1,1,1,0,0
3954,1,0,0,0,0,0,0,0,1
3955,0,1,1,0,0,0,1,0,1
3956,1,1,1,0,0,0,1,0,0
3961,0,1,0,0,0,0,0,0,1
3965,1,1,1,0,0,1,1,1,1
396,0,0,1,1,0,1,1,0,1
3971,0,0,0,0,0,0,0,0,1
3973,0,1,1,0,1,1,1,0,0
397,1,0,0,0,0,0,1,1,1
3979,0,1,1,1,0,1,1,1,0
3980,1,1,0,0,0,0,0,0,1
3982,1,0,0,0,0,0,1,0,1
3983,1,1,0,0,0,0,1,0,1
398,1,0,1,1,0,0,1,0,1
3986,0,1,0,1,0,1,1,0,0
3987,1,0,0,1,0,0,0,0,1
3988,0,0,0,1,0,0,1,0,1
3989,0,0,0,0,0,0,0,0,1
3992,0,0,0,0,0,1,1,0,1
399,0,1,1,1,1,1,1,1,0
3994,1,1,0,0,0,0,0,0,1
3998,0,1,1,1,0,1,1,0,1
3999,0,1,1,0,1,1,1,1,0
4000,0,0,0,0,0,0,0,0,1
400,0,0,0,1,0,1,1,0,1
401,0,1,1,0,1,1,1,1,0
402,1,0,0,1,0,0,0,0,1
405,0,0,0,1,0,1,1,0,0
407,0,1,1,1,1,1,1,0,0
408,1,0,0,1,0,0,0,0,1
412,0,1,1,1,1,1,1,1,0
413,0,1,1,0,1,1,1,1,0
415,0,1,1,0,0,1,1,1,0
416,1,1,0,0,0,0,0,0,1
41,1,1,0,0,0,1,0,0,0
417,0,1,1,1,1,1,1,0,1
421,0,1,1,0,0,1,1,0,0
422,1,0,0,0,0,0,0,0,1
423,1,0,1,0,0,0,1,1,1
424,0,0,0,0,0,0,1,0,1
425,1,0,0,1,0,0,0,0,1
426,0,1,1,1,0,1,1,1,0
428,1,0,1,0,0,1,1,0,1
429,1,0,0,0,0,0,0,0,1
430,1,0,0,0,0,0,0,0,0
433,0,1,1,1,0,1,1,1,0
436,0,0,1,1,0,1,1,0,1
437,0,1,1,1,0,1,1,1,0
438,0,0,0,0,0,0,0,0,1
439,0,0,0,1,0,0,0,0,1
440,0,0,0,1,0,0,0,0,1
444,0,1,1,0,1,1,1,1,1
445,0,1,1,0,0,1,1,0,0
4,0,1,1,0,1,1,1,0,0
452,1,1,0,1,0,1,1,0,1
455,0,0,0,0,0,0,0,0,1
456,1,1,1,1,0,1,1,1,1
459,0,1,1,0,1,1,1,0,0
462,1,0,0,1,0,0,0,0,1
464,0,0,0,1,0,1,1,0,0
465,1,0,0,1,0,0,0,0,1
466,1,1,0,0,0,0,0,0,1
469,0,0,0,0,0,0,1,0,1
470,0,1,1,1,1,1,1,1,0
472,0,1,1,1,1,1,1,1,0
473,0,1,1,1,1,1,1,0,0
476,1,1,0,1,0,1,0,0,1
479,0,1,1,1,1,1,1,1,0
480,0,0,0,1,0,0,1,0,1
481,0,1,1,0,1,1,1,1,0
48,0,1,1,0,0,0,1,1,1
484,0,1,1,1,1,1,1,1,0
485,0,1,1,1,1,1,1,1,0
487,0,1,1,1,1,1,1,0,0
488,0,1,1,0,0,1,1,1,0
490,0,0,1,0,1,1,1,1,0
491,0,0,0,1,0,0,0,0,1
493,0,0,1,1,1,1,1,1,0
494,1,0,1,0,0,1,1,0,1
495,0,1,1,1,0,1,1,1,0
496,0,1,0,0,1,1,1,1,0
497,0,1,1,1,0,1,1,1,0
500,0,1,1,0,1,1,1,0,0
501,1,0,0,0,1,1,0,0,1
502,1,0,0,1,0,0,0,0,1
50,0,1,1,1,1,1,1,0,0
504,0,1,1,0,0,1,1,0,1
507,0,0,0,1,0,1,0,0,0
509,0,0,0,1,0,0,0,0,1
510,0,1,1,1,1,1,1,1,0
511,0,1,1,0,0,1,1,1,0
51,0,0,0,1,0,0,0,0,1
515,0,0,1,1,0,1,1,0,1
518,0,0,0,0,0,0,1,0,1
525,0,1,1,0,1,1,1,1,0
526,0,1,1,0,1,1,1,0,0
527,1,0,0,0,0,0,0,0,0
532,0,1,1,0,1,1,1,1,1
533,1,1,0,1,0,1,1,0,1
534,0,1,1,1,1,1,1,1,0
538,0,0,0,1,0,0,1,0,1
540,1,0,0,0,0,0,0,0,1
541,1,1,1,0,0,1,1,0,1
543,0,1,1,1,1,1,1,0,0
54,0,0,0,0,0,0,0,0,1
546,1,0,1,0,0,1,1,0,1
547,0,0,0,1,0,1,0,0,1
549,0,0,0,0,0,1,1,0,1
556,0,0,1,0,1,1,1,1,1
558,0,0,0,1,0,0,0,0,1
559,1,0,0,1,0,0,0,0,1
560,0,1,1,1,0,1,1,1,0
562,1,1,0,1,0,0,0,0,1
563,0,1,1,0,1,1,1,1,0
566,1,0,0,0,0,0,0,0,1
567,0,1,1,1,1,1,1,1,0
573,1,0,0,0,0,0,0,0,1
574,0,0,0,0,0,0,0,0,1
5,0,1,1,0,1,1,1,1,0
576,1,0,0,1,0,1,0,0,1
580,0,1,0,0,1,1,1,0,1
58,1,0,0,0,0,1,1,0,1
586,1,1,1,0,0,1,1,0,1
590,1,1,0,0,0,1,1,0,1
593,0,1,1,1,1,1,1,1,0
594,0,0,0,0,0,0,1,0,1
595,0,0,0,1,0,0,0,0,1
597,0,1,1,1,1,1,1,1,0
598,0,0,1,1,0,1,1,0,0
600,0,1,1,1,1,1,1,1,0
60,1,0,0,1,0,0,0,0,1
602,0,1,1,0,0,1,1,0,1
603,0,1,1,0,0,1,1,1,0
607,0,1,1,1,1,1,1,1,0
608,0,1,1,1,1,1,1,0,0
609,0,1,1,1,0,0,1,1,0
614,1,0,0,1,0,1,0,0,1
615,0,1,1,0,0,1,1,0,1
6,1,1,0,0,0,0,1,0,1
621,0,1,0,1,0,1,1,0,1
626,1,0,0,1,0,1,0,0,1
628,0,1,1,1,0,1,1,1,1
629,0,0,0,0,0,0,0,0,1
630,0,1,1,0,1,1,1,1,0
632,1,0,0,0,0,0,0,0,1
63,1,1,1,0,1,1,1,1,0
635,0,1,1,1,0,1,1,1,1
638,1,0,0,0,0,1,0,0,1
639,0,0,0,0,0,0,0,0,1
640,0,1,1,1,0,1,1,1,0
641,0,1,1,1,1,1,1,0,0
643,0,1,1,0,1,1,1,1,0
644,0,0,0,0,0,1,0,0,0
645,1,0,0,1,0,1,1,0,1
646,0,1,1,1,1,1,1,1,0
649,0,0,0,0,0,0,0,0,1
651,0,1,1,0,1,1,1,1,1
65,1,0,0,1,0,0,0,0,1
652,0,0,0,0,0,0,1,0,1
654,0,0,0,1,0,0,0,0,1
656,0,0,0,1,0,0,0,0,1
657,1,0,0,1,0,0,0,0,1
658,0,1,1,1,1,1,1,1,0
659,0,1,1,0,1,1,1,1,0
661,1,0,0,1,0,0,0,0,1
662,0,1,1,0,1,1,1,1,0
664,0,0,0,0,0,0,1,0,1
666,0,1,1,0,1,1,1,1,1
667,0,1,1,0,0,1,1,0,0
669,0,0,0,1,0,0,0,0,1
671,0,1,1,1,1,1,1,1,1
672,0,1,1,0,1,1,1,1,0
673,0,0,0,1,0,1,1,0,1
674,1,0,0,0,0,0,1,0,1
675,0,0,0,1,0,1,0,0,0
67,1,0,1,0,0,1,1,1,1
676,0,0,0,0,0,0,0,1,0
678,1,0,0,0,0,0,1,0,1
680,0,0,0,1,0,0,0,0,1
681,1,0,0,1,0,1,0,0,1
682,0,0,0,0,0,0,0,0,1
683,0,0,0,0,0,0,1,0,1
684,0,1,1,1,1,1,1,1,0
685,1,0,0,1,0,1,0,0,1
68,0,0,0,0,0,1,1,0,1
688,0,1,1,1,1,1,1,0,0
689,0,1,1,1,0,1,1,1,0
69,0,1,1,0,1,1,1,1,0
692,1,0,0,1,0,0,0,0,1
694,0,0,0,0,0,1,1,0,1
695,1,1,0,0,0,1,1,0,1
698,0,1,1,1,0,1,1,0,0
701,0,1,1,1,1,1,1,1,0
703,1,0,0,1,0,1,0,0,1
705,0,1,0,0,0,0,0,0,1
707,1,0,0,0,0,0,0,0,1
708,1,0,0,0,0,0,0,0,1
709,0,1,1,0,1,1,1,1,0
710,0,0,0,1,0,0,0,0,1
712,1,0,1,1,0,1,1,0,0
714,1,0,0,1,0,0,0,0,1
71,1,0,1,1,0,1,1,0,1
716,1,0,0,0,0,0,0,0,1
7,1,1,0,0,0,0,0,0,1
720,0,0,0,0,0,0,0,0,1
721,0,0,0,1,0,0,1,0,1
722,1,0,1,0,0,0,1,0,1
723,0,1,1,1,0,1,1,0,0
726,0,1,1,1,0,1,1,0,0
728,0,0,0,0,0,0,1,0,1
732,0,0,0,0,0,0,1,0,1
733,1,0,0,1,0,0,1,0,1
734,0,0,1,0,0,1,1,0,1
735,0,1,1,0,0,1,1,1,1
736,0,0,1,1,1,1,1,0,1
738,1,0,0,1,0,0,0,0,1
739,1,0,0,1,0,0,0,0,1
742,0,1,1,0,0,1,1,0,1
744,1,1,0,0,0,0,0,0,1
74,0,0,0,0,0,0,0,0,1
747,0,1,1,0,0,1,1,0,1
749,0,1,1,0,0,1,1,0,1
752,0,0,1,0,1,1,1,1,0
75,1,0,0,0,0,0,0,0,1
756,1,0,0,0,0,0,1,0,1
759,1,0,1,0,0,0,1,0,1
760,1,0,0,0,0,0,0,0,1
761,0,1,1,1,1,1,1,0,0
767,0,1,1,0,1,1,1,0,0
768,1,0,0,0,0,0,0,0,1
769,1,0,1,1,0,1,1,0,1
772,0,1,1,1,1,1,1,0,0
775,1,1,0,1,0,1,0,0,0
77,1,0,0,0,0,0,0,0,1
776,0,1,1,1,1,1,1,1,0
779,1,1,0,0,0,0,0,0,1
78,0,1,1,0,0,0,1,0,0
782,1,1,0,0,0,1,1,0,1
783,1,0,0,1,0,0,0,0,1
787,1,1,0,0,0,0,0,0,1
788,0,1,1,0,1,1,1,1,0
790,0,0,0,0,0,0,1,0,1
791,0,0,0,0,0,0,1,0,1
79,1,1,0,0,0,0,1,0,1
792,0,1,1,0,0,1,1,0,1
794,1,0,0,1,0,1,0,0,1
795,0,0,0,1,0,0,1,0,1
798,0,0,0,1,0,0,1,0,1
799,0,1,1,1,1,1,1,1,1
800,1,0,1,1,1,1,1,1,1
802,0,0,0,0,0,0,0,0,1
803,0,1,1,0,0,1,1,0,1
805,1,1,1,1,0,1,1,0,1
806,1,0,1,0,0,1,1,0,1
807,0,1,1,1,0,1,1,0,0
808,1,0,0,0,0,0,0,0,1
809,0,0,0,1,0,1,1,0,0
810,1,0,0,0,0,0,0,0,1
81,0,1,1,1,1,1,1,1,1
811,0,1,1,1,0,1,1,0,0
812,0,1,1,1,0,1,1,0,0
813,0,1,1,0,1,1,1,0,0
814,0,1,1,0,1,1,1,1,0
815,1,0,1,1,0,1,1,0,0
816,1,0,0,0,0,0,0,0,1
818,1,0,0,1,0,0,0,0,1
821,0,0,0,1,0,0,0,0,1
822,1,0,0,0,0,0,0,0,1
827,1,0,0,1,0,0,0,0,1
828,1,0,0,0,0,0,0,0,0
8,0,1,1,0,1,1,1,1,0
830,0,1,1,0,1,1,1,0,0
838,0,0,0,1,0,0,0,0,1
839,1,0,0,0,0,0,0,0,1
841,1,0,0,0,0,1,1,0,1
84,0,0,0,0,0,0,1,0,1
842,1,1,0,1,0,1,1,0,1
843,1,0,0,0,0,1,1,1,0
845,1,0,0,1,0,1,0,0,1
846,0,0,1,0,1,1,1,1,1
847,1,0,0,1,0,0,0,0,1
848,1,0,0,1,0,0,0,0,0
850,0,1,1,1,0,1,1,1,1
85,0,1,1,1,0,1,1,1,1
851,0,0,0,1,0,0,0,0,1
852,1,0,0,0,0,0,0,0,1
853,0,1,1,1,0,1,1,1,0
856,0,0,0,0,0,0,0,0,1
857,0,1,1,0,1,1,1,1,0
862,0,1,1,1,1,1,1,1,0
870,0,1,1,0,1,1,1,1,1
87,1,0,1,0,0,1,1,0,1
872,1,0,0,1,0,1,0,0,1
873,1,0,0,1,0,0,0,0,1
876,0,0,0,1,0,0,0,0,0
878,0,1,1,1,0,1,1,1,0
881,1,1,0,1,0,1,0,0,1
882,0,1,1,1,0,1,1,0,1
883,0,1,0,1,0,1,1,0,1
884,1,0,0,1,0,1,1,0,0
887,0,0,0,1,0,0,0,0,1
890,1,0,0,1,0,0,0,0,1
891,0,0,0,1,0,1,1,0,1
893,1,1,1,0,0,0,1,0,1
894,0,1,1,0,0,1,1,1,0
89,1,0,0,1,0,0,0,0,1
899,0,1,1,1,1,1,1,0,0
900,0,0,0,1,0,0,0,0,1
904,1,0,1,1,0,0,1,0,1
905,0,0,1,0,0,0,1,0,1
906,1,0,0,1,0,0,0,0,1
908,0,1,1,1,0,1,1,1,0
909,1,0,1,0,0,1,1,1,1
910,0,0,0,0,0,0,0,0,1
911,1,0,0,1,0,0,0,0,1
912,0,1,1,0,0,1,1,0,1
91,1,1,1,1,0,1,1,0,1
913,0,1,1,0,1,1,1,1,0
916,0,0,1,1,1,1,1,0,0
917,0,0,1,1,0,1,1,0,0
918,0,1,1,1,1,1,1,1,0
919,1,0,0,1,0,0,0,0,1
920,1,0,0,0,0,0,0,0,1
922,1,0,0,0,0,1,0,0,1
923,1,0,0,1,0,0,0,0,1
9,0,1,1,0,1,1,1,1,0
925,1,0,0,0,0,0,0,0,1
927,0,0,1,1,0,1,1,0,0
928,1,1,0,1,0,1,0,0,0
929,0,1,0,0,0,1,1,1,0
930,0,1,1,1,0,1,1,1,0
931,0,1,1,1,1,1,1,0,0
93,0,1,1,0,0,1,1,1,0
936,0,1,1,1,0,1,1,1,1
939,0,0,0,0,0,0,1,0,1
940,1,0,0,1,0,1,1,0,1
941,1,0,0,0,0,1,0,0,0
943,0,0,0,1,0,0,0,0,1
949,0,1,1,0,1,1,1,0,0
951,0,1,1,0,1,1,1,1,0
953,1,1,1,0,0,1,1,0,1
955,1,1,0,0,0,0,0,0,1
956,0,1,1,1,0,1,1,1,0
959,0,0,0,1,0,1,1,0,1
963,0,1,1,1,1,1,1,1,0
964,1,0,0,1,0,0,0,0,1
96,1,0,0,1,0,1,1,0,1
966,0,1,0,1,0,1,1,1,0
967,0,1,1,1,0,1,1,0,0
968,1,0,0,1,0,0,0,0,1
969,0,0,0,1,0,0,1,0,1
972,0,1,1,0,1,1,1,1,0
974,1,1,0,1,0,1,0,0,0
976,1,0,0,1,0,1,1,0,1
980,0,1,1,1,0,1,1,0,1
981,0,0,0,1,0,0,1,0,1
982,0,0,0,1,0,0,0,0,1
985,0,1,1,1,1,1,1,0,1
988,0,1,1,0,1,1,1,1,1
989,0,1,1,1,1,1,1,1,0
99,0,1,1,0,1,1,1,1,0
991,0,1,1,1,0,1,1,1,0
993,0,0,0,1,0,0,1,0,1
997,0,0,0,0,0,0,0,0,1
998,0,1,1,0,1,1,1,1,0
999,0,1,1,0,0,1,1,1,0
